1.059768409178276860e+00,1.609260294956405546e-01,-3.217663343761162364e-01,-8.850402202925660156e-01,3.423403591338576302e-01,-9.608552870637822041e-01,-5.241477589257003133e-01,1.521406103528306852e+00,6.082766766505114386e-01,-4.929086066888302975e-01,-1.327136608956770880e+00,-8.797690003114666535e-01,-3.937895921825894652e-01,3.093880083125044034e-01,-1.003670635294287905e+00,-7.981253419443481434e-01,1.291134578503082997e+00,1.049668687151650737e+00,3.792082280488671686e-01,-1.524447824554318265e+00
2.038656292774648215e-01,6.899741549576891009e-01,-2.011338432055972958e-01,2.499228695644037934e-01,1.171443136184048134e-01,-1.718200916745076468e+00,1.227793854548474839e-01,2.819885748860762043e-01,1.971419323309549609e+00,8.242471171557744780e-01,2.367377780536327470e-01,-1.130233811278857914e+00,2.235884238563259074e-01,-7.054000660174832849e-01,7.641219378053161204e-01,7.880248461837039420e-01,-1.516774330189985531e-01,-2.797299735099857687e-02,-2.893779063564500542e-01,-3.483548461439315291e-01
2.621897750426199214e-01,-1.394340438777144975e+00,-8.340399024400100073e-03,2.247994165593234228e-01,1.239530139739462855e-01,-8.110132563032549369e-01,9.212625587081743062e-01,2.071316633797805284e+00,-1.169359813804863535e+00,-1.851549009612440955e+00,2.009426579833426540e-01,7.786270095758881515e-01,-7.827004354538318054e-02,-4.636232597290023127e-01,4.993464871319239218e-02,5.943692452459425901e-01,-8.105566856674373266e-01,-1.828719538375796119e-03,4.499399482596762034e-01,-9.619584142557685569e-01
1.235810307841922029e+00,1.245999315671252994e+00,-5.022202305921831256e-01,-4.466702465110816145e-01,-7.062914543939006196e-01,5.685626395030229929e-01,-6.156701786270359911e-01,-2.781484964180614416e-01,-4.082075046769784166e-01,-8.652113979571666169e-01,-1.023193319960517961e-01,-4.649661187786294225e-01,-3.191397774401104059e-01,4.029578527688502665e-01,1.394585266178060223e+00,-6.326237618823156439e-02,-2.891165863135060632e-01,-5.738797597485082447e-01,7.478098596927580388e-01,-6.257186553245446259e-01
-9.240456873859179687e-01,4.959615505991288864e-01,2.469484086682803614e+00,-9.569724298470569934e-01,-1.148960520082712655e+00,1.933381785378138096e+00,4.194107933412520861e-01,-2.203117785094589109e+00,-5.315755085770422772e-01,-5.483975676012663447e-01,-4.543458323451773362e-01,-1.000969704657086679e+00,3.774025697868648721e-01,4.844849373661338499e-01,2.179889817885821146e-01,7.868737963357115284e-01,-2.337910316202672922e-01,-7.722241583615709892e-01,-6.009458746446036947e-01,-3.682338592845662562e-01
6.015830447174914664e-01,-3.767983773716842011e-01,-3.688782870723382179e-01,-5.553243221374970506e-02,-1.476438084224759750e+00,-3.052065292210643377e-01,-8.390184518550172221e-01,4.347243013698902647e-01,1.259474079849663419e-01,-1.533864257427890898e+00,8.836930571644379118e-01,-5.959425467874903681e-01,-1.370920329070183907e+00,-1.135046399243623827e-01,-9.744409669823644871e-01,3.485461245625748328e-01,8.139257775008273965e-02,-1.814719386217356956e+00,-2.974946742602976313e-01,-1.592552705865448281e+00
-3.042314205577616448e-01,1.035571339083573017e+00,1.075635578236639578e+00,-8.249633551190301839e-01,-1.515800452540432552e-01,1.376410690950182758e+00,9.611177944286649621e-01,1.193938652727654759e+00,1.679982606063910311e-01,-5.540549295583043765e-01,-9.332062438016081041e-01,1.105371485485489469e+00,-2.761385599315696604e-01,3.464508172459636604e-01,-3.302927191903662907e-01,-2.582530825428900126e-02,-1.875095047987303531e-01,3.874925709591366396e-01,1.867907058455366975e-01,6.029645323020451642e-01
3.270142254362685130e-01,1.053286304457765166e+00,-3.881971247438225636e-01,1.403539998304981884e+00,2.000866829915886047e+00,1.156030495366713096e+00,-7.647300055461607737e-01,-1.304588744658790267e+00,1.445638387465690400e+00,1.423613668046108116e-01,4.625367341787282593e-01,-7.670579393645661492e-02,1.178640667532698388e-01,-1.085374786666875702e+00,8.629235033031185109e-01,1.675998903186720346e-01,8.149852173812890954e-02,1.528989929237412060e+00,-1.666267034706411243e-01,-1.516091454340681155e+00
-8.713350087918090292e-01,-1.385226971983550381e+00,1.657909517520604448e+00,6.979282331772356240e-01,3.023849345743665484e-01,-2.256260907322414910e-01,1.333354392521530318e+00,-1.468686600122469876e+00,2.453277251645506196e-01,-1.968110259816210128e+00,6.770845194952208601e-01,-1.089110120465493381e+00,-3.303178362824317205e-01,7.894680457392052597e-01,9.623285001457660970e-01,-8.449295364299934663e-01,2.235553516065901025e+00,-1.091885011384855220e-01,-8.228829328669307053e-01,-2.906752750093872795e-01
1.051635429868592375e+00,-1.591252195717139495e+00,1.610616759454875091e-01,-5.197154204239621267e-01,9.107216899174483959e-01,-6.348544494320194909e-02,8.910420848951970951e-01,-7.991689113894789864e-01,3.979914346585882168e-01,-3.172340747296181207e-01,-1.237458187650193775e+00,-2.244421465732643339e-01,8.549663963942217837e-01,5.766098663399361612e-01,-1.498017447645322742e+00,3.257430707026833794e-01,6.951455442942555685e-01,1.507380861717256160e+00,1.404130722933548681e+00,-4.696374210069109018e-02
